Time,Original,True_Trend,True_Noise,Drift_Conditional,Martingale_Conditional,Drift_Exp,Martingale_Exp
21,12.256420521144934,11.05,-0.3386644507298035,6.72149686004896,5.534923661095974,8.309386634889634,3.9470338862552996
22,14.140218568494246,11.1,0.10129230703188576,7.116506872386465,7.023711696107782,9.098793412140695,5.041425156353551
23,13.05796269255455,11.15,-2.1371222793201854,7.728127014647221,5.3298356779073295,10.107078443411407,2.9508842491431437
24,15.138708494687993,11.2,-0.816574086787774,8.66042381778882,6.4782846768991735,10.697255293240037,4.441453201447956
25,16.416383884564798,11.25,0.16638388456479913,9.83856060028215,6.577823284282648,11.585545933529628,4.8308379510351696
26,14.328792215342315,11.3,-1.7264903661334543,10.989542118124776,3.3392500972175387,12.551713523736662,1.7770786916056522
27,15.958631999393246,11.35,0.5635470275185079,11.969874265856749,3.988757733536497,12.907129262057794,3.0515027373354524
28,13.43796822658416,11.4,-0.9009580348782075,12.838108863094254,0.5998593634899052,13.517429809524884,-0.07946158294072525
29,12.557544347184823,11.45,-0.43754062468991517,13.522001923227089,-0.9644575760422658,13.501537492936741,-0.943993145751918
30,10.597440081655906,11.5,-0.9025599183440953,14.049110410333338,-3.451670328677432,13.312738863786358,-2.7152987821304517
31,12.783332304888672,11.55,2.7784172767634066,13.7890071031607,-1.005674798272027,12.769679107360268,0.013653197528403993
32,8.640827901430734,11.6,-0.02024583710690088,13.84169828153507,-5.200870380104336,12.77240974686595,-4.131581845435216
33,6.018348634691414,11.65,-1.5865663934338505,13.29175921482872,-7.2734105801373055,11.946093377778908,-5.927744743087494
34,8.178534786679016,11.7,1.2338173681547835,12.587797809042405,-4.409263022363389,10.76054442916141,-2.5820096424823937
35,4.918734525043467,11.75,-1.8312654749565334,11.891780438241508,-6.973045913198041,10.244142500664932,-5.325407975621465
36,7.358012811031365,11.8,0.3132953925071331,10.742015502289375,-3.3840026912580097,9.17906090554064,-1.8210480945092744
37,4.865409842305598,11.85,-2.9395051858196632,10.04493756185828,-5.179527719552682,8.814851286638785,-3.9494414443331864
38,6.9687946651899875,11.9,-1.9922790733476456,8.935615346149515,-1.9668206809595272,8.024962997772148,-1.0561683325821605
39,10.700206881928946,11.95,0.2952918538036853,8.288697990010098,2.4115088919188477,7.813729331255717,2.886477550673229
40,13.107699869993114,12.0,1.1076998699931155,8.10296424348451,5.004735626508603,8.391024841390362,4.716675028602753
41,13.852137393659682,12.05,0.25705242178495574,8.353990222318231,5.498147171341451,9.334359847110912,4.5177775465487695
42,14.865453837880002,12.1,-0.17347242358236079,8.460870731195332,6.404583106684671,10.237915356420666,4.627538481459336
43,15.743429428490801,12.15,-0.4516555433839332,9.083333324840257,6.6600961036505435,11.163423052712533,4.580006375778268
44,14.737499595924623,12.2,-2.217782985551141,10.055841404220196,4.681658191704427,12.079424327868187,2.658075268056436
45,16.170233687407936,12.25,-1.079766312592063,10.711737885144759,5.458495802263178,12.611039381479475,3.559194305928461
46,16.364324425036088,12.3,-0.6909581564396813,11.836887801381204,4.527436623654884,13.322878242665169,3.041446182370919
47,17.980768311203107,12.35,1.5856833393283736,12.73751896278168,5.243249348421427,13.931167479139354,4.049600832063753
48,15.85435369581506,12.4,0.5154274343526921,14.049054809671429,1.8052988861436319,14.741087645552106,1.113266050262954
49,11.350524738830646,12.45,-2.6445602330441007,14.937610712733937,-3.5870859739032905,14.963740855604698,-3.6132161167740513
50,12.986125954092197,12.5,0.4861259540921925,15.002642498424105,-2.0165165443319086,14.24109763224989,-1.254971678157693
51,10.4272916075008,12.55,-0.5776234206244748,14.990485106834015,-4.563193499333215,13.990103296618353,-3.5628116891175523
52,8.645690738078699,12.6,-1.0153830004589381,14.648000528218125,-6.002309790139426,13.277540958794843,-4.631850220716144
53,9.52242946138656,12.65,0.9175144332613019,14.026024218237996,-4.503594756851436,12.351170914651615,-2.8287414532650548
54,9.491216702268158,12.7,1.5464992837439264,13.403924221527571,-3.9127075192594134,11.785422623998604,-2.2942059217304465
55,9.146920178674298,12.75,1.3969201786742977,12.879295932161927,-3.732375753487629,11.326581439652516,-2.179661260978218
56,6.785891133690274,12.8,-1.2588262848339578,12.176964581288562,-5.391073447598288,10.890649187456873,-4.104758053766599
57,8.341096464348432,12.85,-0.46381856377682185,11.219121252153979,-2.878024787805547,10.069697576703554,-1.728601112355122
58,10.457968885642977,12.9,0.49689514710534594,10.255154067468514,0.20281481817446334,9.72397735423253,0.7339915314104477
59,12.86823271880879,12.95,1.4633176906835388,9.715515586451303,3.152717132357486,9.870775660514619,2.99745705829417
60,12.281238643232061,13.0,-0.718761356767935,9.867286384449118,2.4139522587829436,10.470267072173453,1.8109715710586087
61,14.316596506879018,13.05,-0.27848846499572566,9.796797653363104,4.519798853515914,10.832461386385175,3.4841351204938427
62,14.379423800453319,13.1,-1.6595024610090423,10.185728143300926,4.193695657152393,11.529288410483943,2.8501353899693758
63,15.400775035753735,13.15,-1.7943099361210062,10.75910144953839,4.6416735862153455,12.099315488477819,3.3014595472759165
64,19.17407131506706,13.2,1.218788733591297,11.346936006975108,7.827135308091952,12.759607397933003,6.414463917134057
65,20.284360042856235,13.25,2.0343600428562345,12.315221468254995,7.96913857460124,14.042500181359815,6.241859861496421
66,17.947267399105268,13.3,-0.10801518237050077,13.428965454673193,4.518301944432075,15.2908721536591,2.656395245446168
67,18.90038431871278,13.35,1.5052993468380362,14.545103081214688,4.355281237498094,15.822151202748334,3.078233115964448
68,16.88138029903382,13.4,0.5424540375714513,15.601031866651123,1.2803484323826986,16.437797825941225,0.44358247309259724
69,14.027405339967046,13.45,-0.9676796319076864,16.243373007990208,-2.2159676680231613,16.526514320559745,-2.4991089805926983
70,14.042093408262625,13.5,0.5420934082626209,16.359290270106037,-2.317196861843412,16.026692524441206,-1.9845991161785808
71,14.311969877824213,13.55,2.307054849698954,16.53537574660909,-2.2234058687848783,15.62977270120549,-1.3178028233812764
72,10.60733467987271,13.6,-0.05373905866492731,16.53491308370361,-5.9275784038309,15.366212136529235,-4.758877456656524
73,11.95188051184628,13.65,2.3469654837210094,16.157704171645552,-4.205823659799272,14.41443664519793,-2.462556133351651
74,5.0150997623896165,13.7,-3.9296176561346163,15.812814719254806,-10.797714956865189,13.921925418527602,-8.906825656137986
75,9.982853756562836,13.75,1.2328537565628357,14.39691756398706,-4.414063807424224,12.140560287300005,-2.157706530737169
76,9.175288020881489,13.8,0.13057060235725684,13.36676693535772,-4.191478914476232,11.709018981152573,-2.5337309602710842
77,9.356404002426464,13.85,-0.4485110256988012,12.48956899753534,-3.133164995108876,11.202272789098355,-1.8458687866718915
78,11.098714903340886,13.9,0.13764116480325345,11.535170965906712,-0.43645606256582603,10.833099031763977,0.2656158715769088
79,9.423561656223928,13.95,-2.9813533719013394,10.956904426337417,-1.5333427701134887,10.88622220607936,-1.462660549855432
80,13.670492168243726,14.0,-0.3295078317562679,10.496520057963107,3.1739721102806193,10.593690096108276,3.0768020721354503
81,16.130753829142343,14.05,0.5356688572676196,10.459359933961215,5.671393895181128,11.209050510535366,4.921703318606976
82,19.255767328574624,14.100000000000001,2.216841067112274,10.641238329093028,8.614528999481596,12.193391174256764,7.06237615431786
83,17.417679644464272,14.15,-0.7774053274104711,11.50608159396322,5.911598050501052,13.605866405120336,3.8118132393439357
84,17.74254217713598,14.2,-1.2127404043397814,12.05266150722502,5.689880669910961,14.368229052989124,3.374313124146857
85,18.497364434623194,14.25,-0.7526355653768049,13.325405748699655,5.1719586859235385,15.043091677818497,3.4542727568046967
86,20.42838575802888,14.3,1.3731031765531112,14.17685681650569,6.2515289415231905,15.733946229179438,4.694439528849443
87,18.88821163636427,14.350000000000001,0.4931266644895267,15.302166590220429,3.586045046143843,16.672834134949326,2.2153775014149453
88,16.544285955811826,14.4,-0.7946403056505582,16.25534735361421,0.2889386021976179,17.115909635232317,-0.5716236794204903
89,16.76498612154477,14.45,0.7699011496700341,16.799904458861306,-0.03491833731653671,17.00158489934822,-0.23659877780345084
90,14.645616324022066,14.5,0.1456163240220606,17.53404690539339,-2.8884305813713222,16.95426514378753,-2.308648819765464
91,14.457882513924611,14.55,1.4529674857993338,17.631559320971224,-3.173676807046613,16.49253537983444,-2.0346528659098286
92,10.607994097721612,14.600000000000001,-1.0530796408160286,17.46427218944945,-6.856278091727837,16.085604806652476,-5.4776107089308645
93,10.11342180822862,14.65,-0.4914932198966523,16.599494866364147,-6.486073058135526,14.990082664866305,-4.876660856637685
94,9.356555188825991,14.7,-0.5881622296982365,15.869069082740584,-6.512513893914592,14.01475049353877,-4.658195304712779
95,7.554727577801822,14.75,-2.195272422198178,15.030470383909583,-7.47574280610776,13.083111432596215,-5.528383854794393
96,10.488897834121095,14.8,0.44418041559686405,13.936206698227448,-3.4473088641063523,11.97743466163734,-1.4885368275162438
97,11.19649793639509,14.850000000000001,0.391582908269834,12.94225790583667,-1.745759969441579,11.679727296134091,-0.48322935973900094
98,11.968743923501307,14.9,0.007670184963691335,12.173086535839749,-0.20434261233844175,11.583081424186293,0.3856624993150142
99,13.053034328062544,14.95,-0.3518807000627204,11.7155323326087,1.3375019954538452,11.660213924049298,1.3928204040132464
100,12.876943886924373,15.0,-2.1230561130756214,11.344337153260478,1.5326067336638953,11.938778004851947,0.9381658820724255
101,15.964116987726703,15.05,-0.6309679841480386,11.167469909550707,4.796647078175996,12.126411181266434,3.837705806460269
102,17.524854486672194,15.100000000000001,-0.5140717747901542,11.318093356930916,6.2067611297412775,12.893952342558489,4.630902144113705
103,17.9916690680423,15.15,-1.2034159038324284,12.009779395825975,5.981889672216324,13.820132771381232,4.171536296661067
104,19.71335401397675,15.2,-0.2419285674990137,12.797604121807343,6.9157498921694085,14.654440030713445,5.058913983263306
105,20.856076285221807,15.25,0.6060762852218076,13.833284004322417,7.02279228089939,15.666222827366107,5.189853457855699
106,22.88456143329156,15.3,2.829278851815795,15.163418875064417,7.721142558227141,16.70419351893725,6.18036791435431
107,19.656951691122508,15.350000000000001,0.26186671924775845,16.402985234981465,3.2539664561410433,17.94026710180811,1.7166845893143972
108,18.72525184754652,15.4,0.3863255860841466,17.249030610454206,1.4762212370923145,18.283604019670992,0.4416478278755278
109,16.883416098225517,15.45,-0.11166887364925082,17.924681402858727,-1.0412653046332103,18.371933585246097,-1.4885174870205802
110,12.621843177051428,15.5,-2.8781568229485623,18.307719579875023,-5.685876402823595,18.074230087841983,-5.452386910790555
111,13.965144214951453,15.55,-0.03977081317382532,18.28220950888773,-4.317065293936276,16.983752705683873,-3.0186084907324204
112,12.751419053449181,15.600000000000001,0.09034531491153966,18.082312231610207,-5.330893178161025,16.38003100753739,-3.6286119540882087
113,15.299778196853191,15.65,3.694863168727929,17.604968688287904,-2.305190491434713,15.65430861671975,-0.354530419866558
114,10.656175971352555,15.7,-0.2885414471716838,17.33577960116899,-6.679603629816436,15.583402532746438,-4.9272265613938835
115,11.202321013500418,15.75,0.4523210135004187,16.43006179690657,-5.227740783406153,14.597957220467663,-3.3956362069672448
116,10.992649763966366,15.8,-0.05206765455786497,15.464686269734432,-4.472036505768067,13.918829979074214,-2.9261802151078484
117,10.051897971695967,15.850000000000001,-1.753017056429298,14.275495102801916,-4.223597131105949,13.333593936052644,-3.281695964356677
118,14.675307960310144,15.9,1.7142342217725308,13.314989730859262,1.3603182294508827,12.67725474318131,1.9980532171288345
119,15.532814577155408,15.95,1.127899549030161,12.909995342135621,2.6228192350197865,13.076865386607077,2.4559491905483313
120,17.186547920564564,16.0,1.1865479205645704,12.77493519002861,4.411612730535953,13.568055224716744,3.61849269584782
121,16.23100378968263,16.05,-1.3640811821921084,13.231405664379924,2.9995981253027075,14.291753763886309,1.9392500257963228
122,21.143117727866525,16.1,2.104191466404149,13.457991621853044,7.685126106013481,14.679603769045574,6.4635139588209505
123,18.092308377686308,16.15,-2.1027765941884216,14.297161489294776,3.795146888391532,15.972306560809766,2.1200018168765418
124,21.83556822217617,16.2,0.8802856407004054,14.57641450737809,7.259153714798082,16.396306924185076,5.439261297991095
125,24.53568343871497,16.25,3.285683438714968,15.694353732460451,8.841329706254518,17.484159183783298,7.051524254931671
126,19.569478093779733,16.3,-1.4858044876960326,17.027689974981904,2.541788118797829,18.894464034769634,0.675014059010099
127,19.545638377470592,16.35,-0.8494465944041578,17.885372807963243,1.6602655695073487,19.029466846571655,0.5161715308989372
128,19.48840330909383,16.4,0.14947704763146183,18.834746848540707,0.6536564605531225,19.132701152751444,0.3557021563423852
129,17.239871490700438,16.45,-0.7552134811742988,19.316056383419074,-2.0761848927186364,19.203841584019923,-1.9639700933194852
130,14.174004853400826,16.5,-2.3259951465991993,19.486762074773573,-5.312757221372747,18.811047565356027,-4.637042711955202
131,15.107759490334288,16.55,0.10284446220904099,19.185507768057203,-4.077748277722915,17.883639022964985,-2.7758795326306966
132,12.067618167948485,16.6,-1.5934555705891573,19.07318333812237,-7.005565170173885,17.328463116438847,-5.260844948490362
133,13.315303674078033,16.65,0.7103886459527724,18.165633382130565,-4.8503297080525325,16.276294126740776,-2.9609904526627435
134,10.565581067173534,16.7,-1.3791363513507047,17.687932911769735,-7.122351844596201,15.68409603620823,-5.118514969034695
135,14.074901607526309,16.75,2.324901607526309,16.56093419626947,-2.4860325887431625,14.660393042401292,-0.5854914348749833
136,10.869837480019875,16.8,-1.1748799385043556,15.514856013150606,-4.645018533130731,14.543294755426297,-3.673457275406422
137,12.321822753816752,16.85,-0.48309227430851337,14.64489195177462,-2.3230691979578673,13.808603300345013,-1.4867805465282604
138,15.181349564592145,16.9,1.2202758260545046,13.922510389409236,1.2588391751829082,13.511247191039361,1.6701023735527833
139,13.558618553474313,16.95,-1.846296474650933,13.491805014959066,0.0668135385152464,13.845267665749919,-0.2866491122756063
140,17.341189901906187,17.0,0.34118990190619414,13.123679721236456,4.217510180669731,13.787937843294799,3.5532520586113883
141,20.555799103298348,17.05,1.960714131423642,13.440398226086993,7.115400877211355,14.498588255017077,6.0572108482812705
142,17.627701409620535,17.1,-2.4112248518418413,13.985202187383399,3.642499222237136,15.71003042467333,1.917670984947204
143,21.47203575967318,17.15,0.27695078779845633,14.541210511550602,6.930825248122577,16.09356462166277,5.378471138010408
144,22.3451067728484,17.2,0.3898241913726353,15.356883720110119,6.988223052738281,17.169258849264853,5.175847923583547
145,23.422734307665966,17.25,1.1727343076659655,16.534836290677603,6.887898016988363,18.204428433981562,5.218305873684404
146,20.199856515158654,17.3,-1.855426066317123,17.46961956069157,2.7302369544670846,19.248089608718445,0.9517669064402092
147,19.41440005224831,17.35,-1.9806849196264145,18.402621464205446,1.0117785880428656,19.438442990006486,-0.024042937758174787
148,21.121838609887718,17.4,0.7829123484253464,19.111879194048605,2.0099594158391128,19.43363440245485,1.688204207432868
149,19.440561981724514,17.45,0.4454770098497791,19.70592809857816,-0.2653661168536452,19.771275243941425,-0.33071326221691066
150,17.875739275518843,17.5,0.3757392755188148,20.294122441403182,-2.4183831658843395,19.705132591498042,-1.8293933159791997
151,16.524587342370747,17.55,0.5196723142454636,20.347577378764445,-3.8229900363936977,19.339253928302202,-2.8146665859314552
152,13.641036656169907,17.6,-1.0200370823677363,19.944456202671685,-6.303419546501777,18.776320611115914,-5.135283954946006
153,13.953295573866768,17.65,0.34838054574150534,19.545789727326625,-5.592494153459857,17.749263820126714,-3.795968246259946
154,13.384326128472251,17.7,0.43960870994802187,18.793915708745985,-5.4095895802737335,16.990070170874727,-3.605744042402476
155,11.678472872960448,17.75,-1.0715271270395517,17.897837644308368,-6.219364771347919,16.26892136239423,-4.590448489433783
156,15.843379185241364,17.8,2.7986617667171347,16.723411500837816,-0.880032315596452,15.350831664507474,0.49254752073388985
157,14.515664409492924,17.85,0.7107493813676813,16.287763767846084,-1.7720993583531595,15.449341168654254,-0.9336767591613295
158,13.174118492733665,17.9,-1.786955245803973,15.79789020357055,-2.623771710836884,15.262605816821988,-2.088487324088323
159,17.38974544107599,17.95,0.9848304129507446,15.003118191855142,2.386627249220849,14.844908352004325,2.5448370890716667
160,16.537977494659007,18.0,-1.462022505340982,14.798036537790292,1.7399409568687147,15.353875769818657,1.1841017248403496
161,20.775711877488416,18.05,1.180626905613678,14.664260359704306,6.1114515177841096,15.590696114786729,5.185015762701687
162,22.77681962997345,18.1,1.7378933685111062,15.089372813216077,7.687446816757372,16.627699267327067,6.149120362646382
163,20.96406149434716,18.15,-1.2310234775275657,16.00295111059643,4.961110383750729,17.857523339856343,3.106538154490817
164,24.40034677534224,18.200000000000003,1.4450641938664828,16.70402770264447,7.696319072697769,18.478830970754508,5.921515804587731
165,23.869171390404748,18.25,0.6191713904047474,17.805629767331464,6.063541623073284,19.663134131672056,4.206037258732692
166,24.2883728214675,18.3,1.233090239991735,19.024699619075896,5.263673202391605,20.504341583418597,3.784031238048904
167,25.24027444585565,18.35,2.845189473980921,19.869198982698514,5.371075463157137,21.261147831028378,3.9791266148272726
168,20.970844087458065,18.4,-0.36808217400430576,20.94165998633478,0.029184101123284734,22.056973153993834,-1.0861290665357686
169,18.86448072533851,18.450000000000003,-1.1306042465362345,21.721332545807222,-2.8568518204687123,21.839747340686678,-2.9752666153481684
170,17.165728355561708,18.5,-1.334271644438285,21.868806074233476,-4.703077718671768,21.244694017617043,-4.078965662055335
171,15.781199600677125,18.55,-1.2237154274481574,21.931581160323745,-6.15038155964662,20.428900885205977,-4.647701284528852
172,15.545421174416488,18.6,-0.11565256412115629,21.432129932642614,-5.886708758226126,19.49936062830021,-3.953939453883722
173,15.116642990350249,18.65,0.5117279622249659,20.708990087086917,-5.592347096736669,18.70857273752347,-3.5919297471732197
174,14.359753617519273,18.700000000000003,0.4150361989950286,20.124248236687226,-5.764494619167953,17.990186788088828,-3.630433170569555
175,14.990774873554036,18.75,1.2407748735540358,19.12018892090493,-4.129414047350894,17.26410015397492,-2.2733252804208828
176,14.064220256341079,18.8,0.01950283781686053,18.23234926921986,-4.168129012878781,16.80943509789074,-2.7452148415496627
177,16.985216143861237,18.85,2.1803011157359755,17.20993401270722,-0.22471786884598188,16.260392129580808,0.7248240142804292
178,15.564088488680705,18.9,-0.3969852498569341,16.38442818250778,-0.8203396938270746,16.405356932436895,-0.8412684437561904
179,21.485168778009708,18.950000000000003,4.080253749884428,15.843752622630044,5.641416155379664,16.23710324368566,5.2480655343240485
180,19.9385010216475,19.0,0.9385010216475094,16.105821427897162,3.8326795937503384,17.28671635055047,2.6517846710970296
181,19.309348637250313,19.05,-1.2857363346244237,16.38309869450574,2.9262499427445725,17.817073284769876,1.492275352480437
182,20.432587514370674,19.1,-1.6063387470916686,16.73591359816306,3.696673916207615,18.115528355265965,2.3170591591047085
183,23.9187935947395,19.15,0.723708622864778,17.22463023215848,6.694163362581023,18.578940187086907,5.339853407652594
184,23.620088403486992,19.200000000000003,-0.3351941779887764,18.104845292597403,5.515243110889589,19.646910868617425,3.973177534869567
185,25.32100074113814,19.25,1.071000741138138,19.030878771194175,6.290121969943964,20.44154637559134,4.879454365546799
186,24.765139018336097,19.3,0.7098564368603173,20.063901357952584,4.701237660383512,21.4174372487007,3.347701769635396
187,23.285841602889423,19.35,-0.10924336898530916,21.133993234152086,2.151848368737337,22.08697760262778,1.1988640002616435
188,21.068735684359737,19.4,-1.2701905771026074,21.764055780054907,-0.6953200956951697,22.32675040268011,-1.2580147183203714
189,18.722814134845947,19.450000000000003,-2.272270837028797,22.31452049962281,-3.5917063647768614,22.075147459016037,-3.3523333241700897
190,18.83022757189946,19.5,-0.6697724281005316,22.038285035306437,-3.208057463406977,21.40468079418202,-2.5744532222825605
191,19.28951321961049,19.55,1.2845981914852085,21.92745769033163,-2.6379444707211377,20.88979014972551,-1.6002769301150188
192,16.98221435473295,19.6,0.32114061619530593,21.925474148567645,-4.943259793834695,20.569734763702506,-3.5875204089695565
193,13.73630686005728,19.65,-1.868608168067982,21.580436832603873,-7.844129972546593,19.852230681908594,-6.115923821851315
194,15.204488807301018,19.700000000000003,0.25977138877677297,20.56218815913565,-5.357699351834633,18.629045917538335,-3.4245571102373162
195,15.327976069593255,19.75,0.5779760695932552,19.72062819951706,-4.392652129923803,17.94413449549087,-2.6161584258976163
196,13.718931264222519,19.8,-1.3257861543016995,18.721325732362565,-5.0023944681400465,17.42090281031135,-3.7019715460888314
197,16.035502687043532,19.85,0.23058765891829186,17.616704956951207,-1.5812022699076742,16.680508501093584,-0.6450058140500516
198,17.048386816206634,19.9,0.08731307766899984,16.891671065366616,0.15671575084001788,16.551507338283574,0.4968794779230592
199,16.690459581379347,19.950000000000003,-1.7144554467459345,16.489636178551308,0.20082340282803912,16.650883233868186,0.03957634751116146
